epoch,step,train/loss,train/reward,val/reward
0,19,,,3.3004398345947266
1,39,,,3.311689853668213
2,49,0.6854935884475708,3.3014259338378906,
2,59,,,3.662100076675415
3,79,,,4.1752800941467285
4,99,-1.5784144401550293,3.779191493988037,
4,99,,,4.223020553588867
5,119,,,4.223450183868408
6,139,,,4.295229434967041
7,149,-1.682206153869629,4.131679534912109,
7,159,,,4.308410167694092
8,179,,,4.296910285949707
9,199,-2.1159849166870117,4.092243194580078,
9,199,,,4.3338799476623535
