epoch,step,train/loss,train/reward,val/reward
0,19,,,2.9724199771881104
1,39,,,3.447160243988037
2,49,0.34066450595855713,3.359316110610962,
2,59,,,3.853799819946289
3,79,,,4.040939807891846
4,99,-1.051957130432129,3.9127941131591797,
4,99,,,4.2155303955078125
5,119,,,4.387470245361328
6,139,,,4.427619934082031
7,149,-1.5755404233932495,4.100820541381836,
7,159,,,4.405019760131836
8,179,,,4.406799793243408
9,199,-1.360032081604004,4.213235378265381,
9,199,,,4.4825897216796875
