epoch,step,train/loss,train/reward,val/reward
0,19,,,3.2287800312042236
1,39,,,3.2605998516082764
2,49,-0.3022323548793793,3.1547656059265137,
2,59,,,3.3763701915740967
3,79,,,3.51593017578125
4,99,1.5369791984558105,3.5834927558898926,
4,99,,,3.547410249710083
5,119,,,3.929800033569336
6,139,,,4.1454901695251465
7,149,-1.3074759244918823,3.9781641960144043,
7,159,,,4.277990341186523
8,179,,,4.369349956512451
9,199,-1.3664013147354126,4.164632320404053,
9,199,,,4.388480186462402
