epoch,step,train/loss,train/reward,val/reward
0,19,,,3.0890800952911377
1,39,,,3.2983198165893555
2,49,-0.14678192138671875,3.247734546661377,
2,59,,,3.4965100288391113
3,79,,,3.829050064086914
4,99,-0.18481267988681793,3.875478506088257,
4,99,,,4.215639591217041
5,119,,,4.306609630584717
6,139,,,4.320120334625244
7,149,-1.6843535900115967,4.003925800323486,
7,159,,,4.3792595863342285
8,179,,,4.328000068664551
9,199,-1.779170036315918,4.102794647216797,
9,199,,,4.368529796600342
