epoch,step,train/loss,train/reward,val/reward
0,19,,,3.2219998836517334
1,39,,,3.340669870376587
2,49,-0.011240174062550068,3.3623046875,
2,59,,,3.719099760055542
3,79,,,4.148159503936768
4,99,-1.286793828010559,3.8982350826263428,
4,99,,,4.260709762573242
5,119,,,4.3210296630859375
6,139,,,4.398990154266357
7,149,-1.78050696849823,4.10361385345459,
7,159,,,4.402329921722412
8,179,,,4.4411396980285645
9,199,-1.6218668222427368,4.212095737457275,
9,199,,,4.448609828948975
