epoch,step,train/loss,train/reward,val/reward
0,19,,,3.182420015335083
1,39,,,3.2514798641204834
2,49,-0.11270465701818466,3.2526369094848633,
2,59,,,3.5088798999786377
3,79,,,3.692880153656006
4,99,0.5635843873023987,3.845845937728882,
4,99,,,4.103179454803467
5,119,,,4.133900165557861
6,139,,,4.267599582672119
7,149,-1.3895020484924316,4.072167873382568,
7,159,,,4.325079917907715
8,179,,,4.350820541381836
9,199,-1.4160252809524536,4.078639507293701,
9,199,,,4.412749767303467
